0:	total: 1.11s	remaining: 9m 15s
1:	total: 2.24s	remaining: 9m 18s
2:	total: 3.37s	remaining: 9m 18s
3:	total: 4.44s	remaining: 9m 10s
4:	total: 5.52s	remaining: 9m 6s
5:	total: 6.6s	remaining: 9m 3s
6:	total: 7.72s	remaining: 9m 3s
7:	total: 8.87s	remaining: 9m 5s
8:	total: 10.1s	remaining: 9m 9s
9:	total: 11.2s	remaining: 9m 8s
10:	total: 12.3s	remaining: 9m 7s
11:	total: 13.5s	remaining: 9m 9s
12:	total: 14.6s	remaining: 9m 6s
13:	total: 15.7s	remaining: 9m 3s
14:	total: 16.8s	remaining: 9m 2s
15:	total: 17.8s	remaining: 8m 59s
16:	total: 18.9s	remaining: 8m 56s
17:	total: 20s	remaining: 8m 55s
18:	total: 21.1s	remaining: 8m 53s
19:	total: 22.1s	remaining: 8m 50s
20:	total: 23.2s	remaining: 8m 50s
21:	total: 24.5s	remaining: 8m 51s
22:	total: 25.6s	remaining: 8m 51s
23:	total: 26.7s	remaining: 8m 48s
24:	total: 27.9s	remaining: 8m 49s
25:	total: 29s	remaining: 8m 49s
26:	total: 30.1s	remaining: 8m 47s
27:	total: 31.1s	remaining: 8m 44s
28:	total: 32.3s	remaining: 8m 43s
29:	total: 33.5s	remaining: 8m 44s
30:	total: 34.4s	remaining: 8m 41s
31:	total: 35.5s	remaining: 8m 38s
32:	total: 36.5s	remaining: 8m 36s
33:	total: 37.5s	remaining: 8m 34s
34:	total: 38.7s	remaining: 8m 34s
35:	total: 39.8s	remaining: 8m 32s
36:	total: 40.9s	remaining: 8m 32s
37:	total: 42.1s	remaining: 8m 31s
38:	total: 43.2s	remaining: 8m 30s
39:	total: 44.3s	remaining: 8m 29s
40:	total: 45.3s	remaining: 8m 26s
41:	total: 46.3s	remaining: 8m 24s
42:	total: 47.3s	remaining: 8m 22s
43:	total: 48.4s	remaining: 8m 21s
44:	total: 49.4s	remaining: 8m 19s
45:	total: 50.6s	remaining: 8m 19s
46:	total: 51.9s	remaining: 8m 19s
47:	total: 53s	remaining: 8m 18s
48:	total: 54s	remaining: 8m 17s
49:	total: 55s	remaining: 8m 15s
50:	total: 56s	remaining: 8m 12s
51:	total: 56.9s	remaining: 8m 10s
52:	total: 58s	remaining: 8m 8s
53:	total: 59.1s	remaining: 8m 7s
54:	total: 1m	remaining: 8m 6s
55:	total: 1m 1s	remaining: 8m 5s
56:	total: 1m 2s	remaining: 8m 3s
57:	total: 1m 3s	remaining: 8m 2s
58:	total: 1m 4s	remaining: 8m
59:	total: 1m 5s	remaining: 7m 59s
60:	total: 1m 6s	remaining: 7m 58s
61:	total: 1m 7s	remaining: 7m 57s
62:	total: 1m 8s	remaining: 7m 56s
63:	total: 1m 9s	remaining: 7m 54s
64:	total: 1m 10s	remaining: 7m 53s
65:	total: 1m 11s	remaining: 7m 51s
66:	total: 1m 12s	remaining: 7m 49s
67:	total: 1m 13s	remaining: 7m 48s
68:	total: 1m 14s	remaining: 7m 47s
69:	total: 1m 16s	remaining: 7m 46s
70:	total: 1m 17s	remaining: 7m 46s
71:	total: 1m 18s	remaining: 7m 45s
72:	total: 1m 19s	remaining: 7m 43s
73:	total: 1m 20s	remaining: 7m 42s
74:	total: 1m 21s	remaining: 7m 41s
75:	total: 1m 22s	remaining: 7m 40s
76:	total: 1m 23s	remaining: 7m 40s
77:	total: 1m 24s	remaining: 7m 39s
78:	total: 1m 25s	remaining: 7m 38s
79:	total: 1m 27s	remaining: 7m 37s
80:	total: 1m 28s	remaining: 7m 35s
81:	total: 1m 29s	remaining: 7m 35s
82:	total: 1m 30s	remaining: 7m 34s
83:	total: 1m 31s	remaining: 7m 33s
84:	total: 1m 32s	remaining: 7m 32s
85:	total: 1m 33s	remaining: 7m 32s
86:	total: 1m 34s	remaining: 7m 30s
87:	total: 1m 35s	remaining: 7m 28s
88:	total: 1m 36s	remaining: 7m 27s
89:	total: 1m 37s	remaining: 7m 26s
90:	total: 1m 38s	remaining: 7m 24s
91:	total: 1m 39s	remaining: 7m 22s
92:	total: 1m 40s	remaining: 7m 21s
93:	total: 1m 41s	remaining: 7m 20s
94:	total: 1m 43s	remaining: 7m 19s
95:	total: 1m 44s	remaining: 7m 18s
96:	total: 1m 45s	remaining: 7m 17s
97:	total: 1m 46s	remaining: 7m 15s
98:	total: 1m 47s	remaining: 7m 14s
99:	total: 1m 48s	remaining: 7m 12s
100:	total: 1m 49s	remaining: 7m 12s
101:	total: 1m 50s	remaining: 7m 11s
102:	total: 1m 51s	remaining: 7m 10s
103:	total: 1m 52s	remaining: 7m 9s
104:	total: 1m 53s	remaining: 7m 8s
105:	total: 1m 55s	remaining: 7m 7s
106:	total: 1m 56s	remaining: 7m 7s
107:	total: 1m 57s	remaining: 7m 6s
108:	total: 1m 58s	remaining: 7m 5s
109:	total: 1m 59s	remaining: 7m 4s
110:	total: 2m	remaining: 7m 3s
111:	total: 2m 1s	remaining: 7m 2s
112:	total: 2m 3s	remaining: 7m 1s
113:	total: 2m 4s	remaining: 7m 1s
114:	total: 2m 5s	remaining: 7m
115:	total: 2m 6s	remaining: 6m 58s
116:	total: 2m 7s	remaining: 6m 58s
117:	total: 2m 8s	remaining: 6m 56s
118:	total: 2m 9s	remaining: 6m 54s
119:	total: 2m 10s	remaining: 6m 53s
120:	total: 2m 11s	remaining: 6m 52s
121:	total: 2m 12s	remaining: 6m 51s
122:	total: 2m 13s	remaining: 6m 50s
123:	total: 2m 14s	remaining: 6m 48s
124:	total: 2m 15s	remaining: 6m 47s
125:	total: 2m 16s	remaining: 6m 46s
126:	total: 2m 17s	remaining: 6m 45s
127:	total: 2m 19s	remaining: 6m 43s
128:	total: 2m 20s	remaining: 6m 42s
129:	total: 2m 21s	remaining: 6m 42s
130:	total: 2m 22s	remaining: 6m 41s
131:	total: 2m 23s	remaining: 6m 41s
132:	total: 2m 24s	remaining: 6m 39s
133:	total: 2m 26s	remaining: 6m 39s
134:	total: 2m 27s	remaining: 6m 38s
135:	total: 2m 28s	remaining: 6m 37s
136:	total: 2m 29s	remaining: 6m 36s
137:	total: 2m 30s	remaining: 6m 35s
138:	total: 2m 31s	remaining: 6m 33s
139:	total: 2m 32s	remaining: 6m 32s
140:	total: 2m 33s	remaining: 6m 31s
141:	total: 2m 34s	remaining: 6m 29s
142:	total: 2m 35s	remaining: 6m 28s
143:	total: 2m 36s	remaining: 6m 27s
144:	total: 2m 38s	remaining: 6m 26s
145:	total: 2m 39s	remaining: 6m 25s
146:	total: 2m 40s	remaining: 6m 24s
147:	total: 2m 41s	remaining: 6m 23s
148:	total: 2m 42s	remaining: 6m 22s
149:	total: 2m 43s	remaining: 6m 21s
150:	total: 2m 44s	remaining: 6m 20s
151:	total: 2m 45s	remaining: 6m 19s
152:	total: 2m 46s	remaining: 6m 18s
153:	total: 2m 48s	remaining: 6m 18s
154:	total: 2m 49s	remaining: 6m 16s
155:	total: 2m 50s	remaining: 6m 15s
156:	total: 2m 51s	remaining: 6m 15s
157:	total: 2m 53s	remaining: 6m 14s
158:	total: 2m 54s	remaining: 6m 13s
159:	total: 2m 55s	remaining: 6m 12s
160:	total: 2m 56s	remaining: 6m 12s
161:	total: 2m 58s	remaining: 6m 11s
162:	total: 2m 59s	remaining: 6m 10s
163:	total: 3m	remaining: 6m 9s
164:	total: 3m 1s	remaining: 6m 8s
165:	total: 3m 2s	remaining: 6m 7s
166:	total: 3m 4s	remaining: 6m 6s
167:	total: 3m 5s	remaining: 6m 6s
168:	total: 3m 6s	remaining: 6m 4s
169:	total: 3m 7s	remaining: 6m 4s
170:	total: 3m 8s	remaining: 6m 3s
171:	total: 3m 9s	remaining: 6m 1s
172:	total: 3m 10s	remaining: 6m
173:	total: 3m 12s	remaining: 6m
174:	total: 3m 13s	remaining: 5m 59s
175:	total: 3m 14s	remaining: 5m 58s
176:	total: 3m 15s	remaining: 5m 57s
177:	total: 3m 16s	remaining: 5m 56s
178:	total: 3m 17s	remaining: 5m 54s
179:	total: 3m 18s	remaining: 5m 53s
180:	total: 3m 20s	remaining: 5m 53s
181:	total: 3m 21s	remaining: 5m 52s
182:	total: 3m 22s	remaining: 5m 50s
183:	total: 3m 23s	remaining: 5m 49s
184:	total: 3m 24s	remaining: 5m 48s
185:	total: 3m 25s	remaining: 5m 47s
186:	total: 3m 27s	remaining: 5m 46s
187:	total: 3m 28s	remaining: 5m 45s
188:	total: 3m 29s	remaining: 5m 44s
189:	total: 3m 30s	remaining: 5m 43s
190:	total: 3m 31s	remaining: 5m 42s
191:	total: 3m 32s	remaining: 5m 41s
192:	total: 3m 33s	remaining: 5m 39s
193:	total: 3m 34s	remaining: 5m 38s
194:	total: 3m 35s	remaining: 5m 37s
195:	total: 3m 37s	remaining: 5m 36s
196:	total: 3m 38s	remaining: 5m 35s
197:	total: 3m 39s	remaining: 5m 34s
198:	total: 3m 40s	remaining: 5m 33s
199:	total: 3m 41s	remaining: 5m 31s
200:	total: 3m 42s	remaining: 5m 30s
201:	total: 3m 43s	remaining: 5m 29s
202:	total: 3m 44s	remaining: 5m 28s
203:	total: 3m 45s	remaining: 5m 27s
204:	total: 3m 46s	remaining: 5m 25s
205:	total: 3m 47s	remaining: 5m 24s
206:	total: 3m 48s	remaining: 5m 23s
207:	total: 3m 49s	remaining: 5m 21s
208:	total: 3m 50s	remaining: 5m 20s
209:	total: 3m 50s	remaining: 5m 18s
210:	total: 3m 52s	remaining: 5m 17s
211:	total: 3m 53s	remaining: 5m 16s
212:	total: 3m 54s	remaining: 5m 15s
213:	total: 3m 55s	remaining: 5m 14s
214:	total: 3m 56s	remaining: 5m 13s
215:	total: 3m 57s	remaining: 5m 12s
216:	total: 3m 58s	remaining: 5m 10s
217:	total: 3m 59s	remaining: 5m 9s
218:	total: 4m	remaining: 5m 8s
219:	total: 4m 1s	remaining: 5m 7s
220:	total: 4m 3s	remaining: 5m 7s
221:	total: 4m 4s	remaining: 5m 6s
222:	total: 4m 5s	remaining: 5m 5s
223:	total: 4m 6s	remaining: 5m 3s
224:	total: 4m 7s	remaining: 5m 2s
225:	total: 4m 9s	remaining: 5m 1s
226:	total: 4m 9s	remaining: 5m
227:	total: 4m 11s	remaining: 4m 59s
228:	total: 4m 12s	remaining: 4m 59s
229:	total: 4m 13s	remaining: 4m 58s
230:	total: 4m 14s	remaining: 4m 56s
231:	total: 4m 16s	remaining: 4m 55s
232:	total: 4m 17s	remaining: 4m 54s
233:	total: 4m 18s	remaining: 4m 54s
234:	total: 4m 19s	remaining: 4m 52s
235:	total: 4m 20s	remaining: 4m 51s
236:	total: 4m 22s	remaining: 4m 50s
237:	total: 4m 23s	remaining: 4m 49s
238:	total: 4m 24s	remaining: 4m 48s
239:	total: 4m 25s	remaining: 4m 47s
240:	total: 4m 26s	remaining: 4m 46s
241:	total: 4m 27s	remaining: 4m 45s
242:	total: 4m 28s	remaining: 4m 44s
243:	total: 4m 29s	remaining: 4m 43s
244:	total: 4m 30s	remaining: 4m 41s
245:	total: 4m 31s	remaining: 4m 40s
246:	total: 4m 33s	remaining: 4m 39s
247:	total: 4m 34s	remaining: 4m 39s
248:	total: 4m 35s	remaining: 4m 37s
249:	total: 4m 36s	remaining: 4m 36s
250:	total: 4m 37s	remaining: 4m 35s
251:	total: 4m 38s	remaining: 4m 34s
252:	total: 4m 39s	remaining: 4m 32s
253:	total: 4m 40s	remaining: 4m 31s
254:	total: 4m 42s	remaining: 4m 30s
255:	total: 4m 43s	remaining: 4m 29s
256:	total: 4m 44s	remaining: 4m 29s
257:	total: 4m 46s	remaining: 4m 28s
258:	total: 4m 47s	remaining: 4m 27s
259:	total: 4m 48s	remaining: 4m 26s
260:	total: 4m 49s	remaining: 4m 25s
261:	total: 4m 50s	remaining: 4m 23s
262:	total: 4m 51s	remaining: 4m 22s
263:	total: 4m 52s	remaining: 4m 21s
264:	total: 4m 53s	remaining: 4m 20s
265:	total: 4m 54s	remaining: 4m 19s
266:	total: 4m 55s	remaining: 4m 18s
267:	total: 4m 57s	remaining: 4m 17s
268:	total: 4m 58s	remaining: 4m 16s
269:	total: 4m 59s	remaining: 4m 14s
270:	total: 5m	remaining: 4m 13s
271:	total: 5m 1s	remaining: 4m 12s
272:	total: 5m 2s	remaining: 4m 11s
273:	total: 5m 4s	remaining: 4m 10s
274:	total: 5m 5s	remaining: 4m 9s
275:	total: 5m 6s	remaining: 4m 8s
276:	total: 5m 6s	remaining: 4m 7s
277:	total: 5m 7s	remaining: 4m 5s
278:	total: 5m 9s	remaining: 4m 4s
279:	total: 5m 10s	remaining: 4m 3s
280:	total: 5m 11s	remaining: 4m 3s
281:	total: 5m 13s	remaining: 4m 2s
282:	total: 5m 15s	remaining: 4m 1s
283:	total: 5m 16s	remaining: 4m
284:	total: 5m 17s	remaining: 3m 59s
285:	total: 5m 18s	remaining: 3m 58s
