0:	total: 1.87s	remaining: 15m 34s
1:	total: 3.72s	remaining: 15m 26s
2:	total: 5.65s	remaining: 15m 35s
3:	total: 7.74s	remaining: 15m 59s
4:	total: 9.76s	remaining: 16m 5s
5:	total: 11.7s	remaining: 16m 3s
6:	total: 13.6s	remaining: 15m 56s
7:	total: 15.5s	remaining: 15m 52s
8:	total: 17.4s	remaining: 15m 49s
9:	total: 19.3s	remaining: 15m 46s
10:	total: 21.2s	remaining: 15m 42s
11:	total: 23s	remaining: 15m 37s
12:	total: 25s	remaining: 15m 38s
13:	total: 26.9s	remaining: 15m 32s
14:	total: 28.7s	remaining: 15m 27s
15:	total: 30.6s	remaining: 15m 24s
16:	total: 32.5s	remaining: 15m 22s
17:	total: 34.3s	remaining: 15m 19s
18:	total: 36.1s	remaining: 15m 14s
19:	total: 37.9s	remaining: 15m 10s
20:	total: 39.8s	remaining: 15m 8s
21:	total: 41.7s	remaining: 15m 5s
22:	total: 43.5s	remaining: 15m 2s
23:	total: 45.2s	remaining: 14m 56s
24:	total: 46.9s	remaining: 14m 51s
25:	total: 48.6s	remaining: 14m 46s
26:	total: 50.4s	remaining: 14m 42s
27:	total: 52.2s	remaining: 14m 39s
28:	total: 53.9s	remaining: 14m 35s
29:	total: 55.6s	remaining: 14m 31s
30:	total: 57.4s	remaining: 14m 28s
31:	total: 59.2s	remaining: 14m 25s
32:	total: 1m 1s	remaining: 14m 23s
33:	total: 1m 2s	remaining: 14m 21s
34:	total: 1m 4s	remaining: 14m 19s
35:	total: 1m 6s	remaining: 14m 15s
36:	total: 1m 8s	remaining: 14m 13s
37:	total: 1m 10s	remaining: 14m 11s
38:	total: 1m 11s	remaining: 14m 7s
39:	total: 1m 13s	remaining: 14m 5s
40:	total: 1m 15s	remaining: 14m 2s
41:	total: 1m 16s	remaining: 13m 57s
42:	total: 1m 18s	remaining: 13m 54s
43:	total: 1m 20s	remaining: 13m 53s
44:	total: 1m 22s	remaining: 13m 52s
45:	total: 1m 24s	remaining: 13m 49s
46:	total: 1m 25s	remaining: 13m 46s
47:	total: 1m 27s	remaining: 13m 43s
48:	total: 1m 29s	remaining: 13m 41s
49:	total: 1m 31s	remaining: 13m 40s
50:	total: 1m 32s	remaining: 13m 36s
51:	total: 1m 34s	remaining: 13m 33s
52:	total: 1m 36s	remaining: 13m 30s
53:	total: 1m 37s	remaining: 13m 28s
54:	total: 1m 39s	remaining: 13m 26s
55:	total: 1m 41s	remaining: 13m 24s
56:	total: 1m 43s	remaining: 13m 22s
57:	total: 1m 45s	remaining: 13m 21s
58:	total: 1m 47s	remaining: 13m 20s
59:	total: 1m 48s	remaining: 13m 17s
60:	total: 1m 50s	remaining: 13m 15s
61:	total: 1m 52s	remaining: 13m 13s
62:	total: 1m 54s	remaining: 13m 12s
63:	total: 1m 55s	remaining: 13m 8s
64:	total: 1m 57s	remaining: 13m 7s
65:	total: 1m 59s	remaining: 13m 7s
66:	total: 2m 1s	remaining: 13m 4s
67:	total: 2m 2s	remaining: 13m 1s
68:	total: 2m 4s	remaining: 12m 59s
69:	total: 2m 6s	remaining: 12m 57s
70:	total: 2m 8s	remaining: 12m 54s
71:	total: 2m 9s	remaining: 12m 52s
72:	total: 2m 11s	remaining: 12m 49s
73:	total: 2m 13s	remaining: 12m 49s
74:	total: 2m 15s	remaining: 12m 48s
75:	total: 2m 17s	remaining: 12m 47s
76:	total: 2m 19s	remaining: 12m 45s
77:	total: 2m 20s	remaining: 12m 42s
78:	total: 2m 22s	remaining: 12m 40s
